Id,WnvPresent
170,1.66258291756e-06
171,1.66258291756e-06
172,7.87729392349e-14
173,9.3970029986e-15
174,6.88589407716e-09
175,1.66258291756e-06
176,1.66258291756e-06
177,3.29451881953e-06
178,1.5866354488e-06
179,1.5866354488e-06
180,8.92903779344e-14
181,8.79617034186e-15
182,8.38593283703e-09
183,1.5866354488e-06
184,1.5866354488e-06
185,4.28237672168e-06
186,2.18872878577e-06
187,2.18872878577e-06
188,5.87067964771e-14
189,5.88830581042e-15
190,9.34610611125e-09
191,2.18872878577e-06
192,2.18872878577e-06
193,6.13222118773e-06
194,3.20110916618e-06
195,3.20110916618e-06
196,6.03490890073e-13
197,9.82156725198e-14
198,4.81959858689e-08
199,3.20110916618e-06
200,3.20110916618e-06
201,6.91901391292e-07
202,4.79025402456e-07
203,4.79025402456e-07
204,4.44780693667e-14
205,4.31179072481e-15
206,2.47131892728e-09
207,4.79025402456e-07
208,4.79025402456e-07
209,3.73589813307e-07
210,1.10683593846e-07
211,1.10683593846e-07
212,1.07087724308e-14
213,1.1696224806e-15
214,5.44114475698e-10
215,1.10683593846e-07
216,1.10683593846e-07
217,5.1386530231e-07
218,3.13927046136e-07
219,3.13927046136e-07
220,1.37787162932e-14
221,1.31326730411e-15
222,1.11736853103e-09
223,3.13927046136e-07
224,3.13927046136e-07
225,2.02506100777e-07
226,6.76968312519e-08
227,6.76968312519e-08
228,1.14374054186e-15
229,1.19055867337e-16
230,1.63508387385e-10
231,6.76968312519e-08
232,6.76968312519e-08
233,4.7633129725e-06
234,2.0903787572e-06
235,2.0903787572e-06
236,1.04561064668e-12
237,7.69434700416e-14
238,2.52400695899e-08
239,2.0903787572e-06
240,2.0903787572e-06
241,7.03958312442e-06
242,4.67291556561e-06
243,4.67291556561e-06
244,3.32385486322e-13
245,2.50837304622e-14
246,4.06697857613e-08
247,4.67291556561e-06
248,4.67291556561e-06
249,1.23765685203e-05
250,2.54478072748e-05
251,2.54478072748e-05
252,3.24232936506e-12
253,3.68138299792e-13
254,2.35920353475e-07
255,2.54478072748e-05
256,2.54478072748e-05
257,2.48181731877e-06
258,1.25141286844e-06
259,1.25141286844e-06
260,3.20790926646e-14
261,4.46183329406e-15
262,4.05859212904e-09
263,1.25141286844e-06
264,1.25141286844e-06
265,3.71472401639e-06
266,3.16361320074e-06
267,3.16361320074e-06
268,1.14288678348e-13
269,1.41385189485e-14
270,1.51194168296e-08
271,3.16361320074e-06
272,3.16361320074e-06
273,2.55726718024e-06
274,2.28174189942e-06
275,2.28174189942e-06
276,1.16421520861e-13
277,1.76224052711e-14
278,1.17195799731e-08
279,2.28174189942e-06
280,2.28174189942e-06
281,1.36969049436e-07
282,4.73369574649e-08
283,4.73369574649e-08
284,8.2674264358e-16
285,6.30256437275e-17
286,1.4343568e-10
287,4.73369574649e-08
288,4.73369574649e-08
289,8.5581423892e-11
290,1.20343596199e-11
291,1.20343596199e-11
292,5.6297628147e-19
293,4.24760443409e-20
294,1.55894137118e-13
295,1.20343596199e-11
296,1.20343596199e-11
297,7.1055641456e-05
298,0.00013929058332
299,0.00013929058332
300,4.43681584528e-11
301,8.0396262564e-12
302,2.46895615419e-06
303,0.00013929058332
304,0.00013929058332
305,1.69471002209e-06
306,1.43409226894e-06
307,1.43409226894e-06
308,1.44938951791e-13
309,1.07498645402e-14
310,8.09395217516e-09
311,1.43409226894e-06
312,1.43409226894e-06
313,3.32598006025e-06
314,5.04296804138e-06
315,5.04296804138e-06
316,5.9699153173e-13
317,6.99440708802e-14
318,4.83757602865e-08
319,5.04296804138e-06
320,5.04296804138e-06
321,3.56567647941e-06
322,1.77707579496e-06
323,1.77707579496e-06
324,6.6240822506e-13
325,4.36189509533e-14
326,1.75803602787e-08
327,1.77707579496e-06
328,1.77707579496e-06
329,1.44594232552e-05
330,5.31003706783e-06
331,5.31003706783e-06
332,1.07122501787e-13
333,1.85689290143e-14
334,1.95699350058e-08
335,5.31003706783e-06
336,5.31003706783e-06
337,6.2797253122e-06
338,8.34341335576e-06
339,8.34341335576e-06
340,5.4599217942e-13
341,7.04289464205e-14
342,5.93361484391e-08
343,8.34341335576e-06
344,8.34341335576e-06
345,5.48340358364e-06
346,5.3823118833e-06
347,5.3823118833e-06
348,1.81794520843e-13
349,2.49755033685e-14
350,2.19567848347e-08
351,5.3823118833e-06
352,5.3823118833e-06
353,2.89865511149e-06
354,1.63728782354e-06
355,1.63728782354e-06
356,1.07267669682e-13
357,1.1101684757e-14
358,8.14779266278e-09
359,1.63728782354e-06
360,1.63728782354e-06
361,5.65089703741e-06
362,4.25891721534e-06
363,4.25891721534e-06
364,4.11314320277e-13
365,4.30700905442e-14
366,3.25382814026e-08
367,4.25891721534e-06
368,4.25891721534e-06
369,1.86360466614e-05
370,1.18703219414e-05
371,1.18703219414e-05
372,3.05871213774e-12
373,4.02878224488e-13
374,4.10025307929e-07
375,1.18703219414e-05
376,1.18703219414e-05
377,2.68716121354e-06
378,1.421773419e-07
379,1.421773419e-07
380,6.32929064452e-15
381,5.4434011196e-16
382,3.77794773243e-09
383,1.421773419e-07
384,1.421773419e-07
385,1.03910033431e-05
386,7.85727661423e-06
387,7.85727661423e-06
388,5.67659742996e-13
389,6.4000793055e-14
390,6.36182164726e-08
391,7.85727661423e-06
392,7.85727661423e-06
393,4.38888946519e-07
394,1.61726092074e-07
395,1.61726092074e-07
396,1.05310911765e-14
397,8.03458184316e-16
398,6.48959330718e-10
399,1.61726092074e-07
400,1.61726092074e-07
401,1.55341604113e-05
402,1.40242264024e-05
403,1.40242264024e-05
404,8.78000363386e-13
405,1.3162101888e-13
406,1.24414526681e-07
407,1.40242264024e-05
408,1.40242264024e-05
409,6.5530593929e-07
410,4.15573310875e-07
411,4.15573310875e-07
412,5.12317476582e-14
413,3.9175671916e-15
414,2.96277269385e-09
415,4.15573310875e-07
416,4.15573310875e-07
417,5.59001136935e-07
418,2.16671566022e-07
419,2.16671566022e-07
420,1.38365762668e-14
421,9.87916125723e-16
422,8.71632765964e-10
423,2.16671566022e-07
424,2.16671566022e-07
425,3.81715381081e-07
426,2.57559662487e-07
427,2.57559662487e-07
428,2.0382623066e-14
429,1.66716349283e-15
430,1.33464961305e-09
431,2.57559662487e-07
432,2.57559662487e-07
433,3.29358130102e-07
434,1.21329918557e-07
435,1.21329918557e-07
436,4.49483835636e-15
437,3.91203993104e-16
438,4.01580740883e-10
439,1.21329918557e-07
440,1.21329918557e-07
441,2.15305078655e-07
442,5.37027595726e-08
443,5.37027595726e-08
444,5.03490190485e-15
445,5.75653173014e-16
446,2.66136362947e-10
447,5.37027595726e-08
448,5.37027595726e-08
449,5.7856419744e-07
450,4.2576522219e-07
451,4.2576522219e-07
452,3.07563931192e-14
453,2.61984643608e-15
454,2.05463401848e-09
455,4.2576522219e-07
456,4.2576522219e-07
457,2.65143244178e-05
458,1.65056517289e-05
459,1.65056517289e-05
460,9.25478443881e-13
461,1.32261484208e-13
462,9.45615283854e-08
463,1.65056517289e-05
464,1.65056517289e-05
465,1.82314337849e-07
466,8.62572093752e-08
467,8.62572093752e-08
468,2.02476936822e-15
469,1.67774039324e-16
470,3.38064298777e-10
471,8.62572093752e-08
472,8.62572093752e-08
473,8.29125292512e-06
474,5.59719819648e-06
475,5.59719819648e-06
476,3.66023861611e-13
477,5.62824153873e-14
478,4.45250591952e-08
479,5.59719819648e-06
480,5.59719819648e-06
481,8.61108401295e-06
482,6.44117517368e-06
483,6.44117517368e-06
484,3.13428699227e-13
485,4.82031949078e-14
486,4.17369676597e-08
487,6.44117517368e-06
488,6.44117517368e-06
489,3.6335177922e-11
490,3.91149569332e-12
491,3.91149569332e-12
492,1.08722810256e-19
493,8.91148169532e-21
494,3.59947836782e-14
495,3.91149569332e-12
496,3.91149569332e-12
497,6.72507042054e-07
498,5.60862076782e-07
499,5.60862076782e-07
500,6.21962537354e-14
501,6.63749417029e-15
502,3.30473892696e-09
503,5.60862076782e-07
504,5.60862076782e-07
505,1.24730468087e-06
506,5.31608918664e-07
507,5.31608918664e-07
508,3.8132667732e-14
509,4.68665786111e-15
510,1.37866895678e-09
511,5.31608918664e-07
512,5.31608918664e-07
513,7.43925056668e-06
514,1.313449593e-05
515,1.313449593e-05
516,2.77569807416e-12
517,2.15665321972e-13
518,1.9022454012e-07
519,1.313449593e-05
520,1.313449593e-05
521,8.8437644763e-07
522,6.77609648392e-07
523,6.77609648392e-07
524,3.27176606391e-14
525,3.57288238031e-15
526,2.81422329884e-09
527,6.77609648392e-07
528,6.77609648392e-07
529,5.29821045347e-06
530,3.13067380375e-06
531,3.13067380375e-06
532,1.78247011335e-13
533,2.757732092e-14
534,2.04559444938e-08
535,3.13067380375e-06
536,3.13067380375e-06
537,6.65029210722e-06
538,4.18590161644e-06
539,4.18590161644e-06
540,2.40104756823e-13
541,3.13895807404e-14
542,2.70834981109e-08
543,4.18590161644e-06
544,4.18590161644e-06
545,2.34860181081e-06
546,1.63217123372e-06
547,1.63217123372e-06
548,1.56419243335e-13
549,2.11226588114e-14
550,1.02440935734e-08
551,1.63217123372e-06
552,1.63217123372e-06
553,2.04051866604e-06
554,8.62379408773e-07
555,8.62379408773e-07
556,1.92409957867e-13
557,1.68199398094e-14
558,6.39164143834e-09
559,8.62379408773e-07
560,8.62379408773e-07
561,1.9172082375e-06
562,8.74672707596e-07
563,8.74672707596e-07
564,4.03596359349e-14
565,5.05667149863e-15
566,4.5336063792e-09
567,8.74672707596e-07
568,8.74672707596e-07
569,5.79028437642e-07
570,2.66637670165e-07
571,2.66637670165e-07
572,1.51265244362e-14
573,1.62368042121e-15
574,1.31961885863e-09
575,2.66637670165e-07
576,2.66637670165e-07
577,1.66877487118e-06
578,7.47772105569e-07
579,7.47772105569e-07
580,7.09036575655e-14
581,6.5733665764e-15
582,4.29663238322e-09
583,7.47772105569e-07
584,7.47772105569e-07
585,8.72513226113e-07
586,6.21165327175e-07
587,6.21165327175e-07
588,7.73218565998e-14
589,6.29685140022e-15
590,4.03340383315e-09
591,6.21165327175e-07
592,6.21165327175e-07
593,3.27948953327e-07
594,6.43924451538e-08
595,6.43924451538e-08
596,4.30006270662e-15
597,2.79861512188e-16
598,1.93239230173e-10
599,6.43924451538e-08
600,6.43924451538e-08
601,4.27292633276e-07
602,1.24760163089e-07
603,1.24760163089e-07
604,1.06008604333e-14
605,8.08926205507e-16
606,4.62080845809e-10
607,1.24760163089e-07
608,1.24760163089e-07
609,9.42521410252e-07
610,4.36846960383e-07
611,4.36846960383e-07
612,5.70420582513e-14
613,3.3248724039e-15
614,2.14364903606e-09
615,4.36846960383e-07
616,4.36846960383e-07
617,4.19475281888e-06
618,2.0329337076e-06
619,2.0329337076e-06
620,3.86969319435e-13
621,3.66326774145e-14
622,1.65447300304e-08
623,2.0329337076e-06
624,2.0329337076e-06
625,6.83794269207e-06
626,2.76047740044e-06
627,2.76047740044e-06
628,1.6887100713e-13
629,3.56488588107e-14
630,2.335099758e-08
631,2.76047740044e-06
632,2.76047740044e-06
633,1.73457974597e-05
634,8.41343080538e-06
635,8.41343080538e-06
636,9.32356405622e-13
637,2.55144999095e-13
638,1.13076069397e-07
639,8.41343080538e-06
640,8.41343080538e-06
641,5.03250021211e-07
642,1.30202394644e-07
643,1.30202394644e-07
644,1.32836822867e-14
645,1.10207065015e-15
646,5.46666156787e-10
647,1.30202394644e-07
648,1.30202394644e-07
649,9.98940868158e-06
650,8.81751657289e-06
651,8.81751657289e-06
652,2.56126630321e-12
653,3.18417330263e-13
654,1.55876747954e-07
655,8.81751657289e-06
656,8.81751657289e-06
657,1.25547312564e-05
658,7.73279862187e-06
659,7.73279862187e-06
660,1.64449649644e-12
661,2.49028337014e-13
662,1.16111174009e-07
663,7.73279862187e-06
664,7.73279862187e-06
665,5.41829365375e-07
666,2.11166877762e-07
667,2.11166877762e-07
668,8.88893146101e-15
669,1.03266868797e-15
670,4.99924046604e-10
671,2.11166877762e-07
672,2.11166877762e-07
673,1.69299607933e-06
674,7.94900017809e-07
675,7.94900017809e-07
676,4.24981366287e-14
677,5.22296227738e-15
678,3.51337692273e-09
679,7.94900017809e-07
680,7.94900017809e-07
681,8.51953700476e-07
682,2.65472806404e-07
683,2.65472806404e-07
684,2.99112554081e-15
685,4.02647143524e-16
686,6.91731283364e-10
687,2.65472806404e-07
688,2.65472806404e-07
689,1.74986860202e-06
690,5.74163095735e-07
691,5.74163095735e-07
692,1.03490527847e-14
693,1.57434350489e-15
694,2.1137303019e-09
695,5.74163095735e-07
696,5.74163095735e-07
697,1.33714445383e-06
698,3.25915181065e-07
699,3.25915181065e-07
700,2.99217543815e-15
701,5.46016337223e-16
702,1.03912489724e-09
703,3.25915181065e-07
704,3.25915181065e-07
705,1.45219712522e-06
706,3.11224226834e-07
707,3.11224226834e-07
708,1.86504881227e-15
709,3.63131944804e-16
710,8.63395965833e-10
711,3.11224226834e-07
712,3.11224226834e-07
713,5.29708904651e-06
714,1.242648068e-06
715,1.242648068e-06
716,2.38805252428e-14
717,4.5343100917e-15
718,5.60387602988e-09
719,1.242648068e-06
720,1.242648068e-06
721,9.77219656306e-07
722,4.19641509097e-07
723,4.19641509097e-07
724,8.93666684979e-15
725,1.14163079455e-15
726,1.28901556096e-09
727,4.19641509097e-07
728,4.19641509097e-07
729,1.11012309389e-06
730,4.93884044772e-07
731,4.93884044772e-07
732,1.1398646038e-14
733,1.71062951791e-15
734,1.76135117602e-09
735,4.93884044772e-07
736,4.93884044772e-07
737,5.39616303286e-06
738,1.09613449695e-06
739,1.09613449695e-06
740,1.48378556078e-14
741,2.79247408007e-15
742,4.31493019093e-09
743,1.09613449695e-06
744,1.09613449695e-06
745,6.36904223938e-06
746,5.71287455386e-06
747,5.71287455386e-06
748,8.31334296108e-13
749,8.21324209815e-14
750,4.79234607553e-08
751,5.71287455386e-06
752,5.71287455386e-06
753,1.21501698231e-05
754,1.45493322634e-05
755,1.45493322634e-05
756,4.66033288349e-12
757,3.04291775154e-13
758,1.94012457655e-07
759,1.45493322634e-05
760,1.45493322634e-05
761,1.53708970174e-06
762,9.07338517209e-07
763,9.07338517209e-07
764,1.26188420607e-13
765,9.41483558324e-15
766,6.51765574844e-09
767,9.07338517209e-07
768,9.07338517209e-07
769,4.44175071834e-07
770,1.64494892374e-07
771,1.64494892374e-07
772,1.00006918504e-14
773,1.3107848623e-15
774,5.53262047287e-10
775,1.64494892374e-07
776,1.64494892374e-07
777,1.67947192153e-07
778,6.21888531782e-08
779,6.21888531782e-08
780,1.52302156685e-15
781,2.25910251538e-16
782,1.98613070435e-10
783,6.21888531782e-08
784,6.21888531782e-08
785,1.49867616983e-07
786,7.31608764681e-08
787,7.31608764681e-08
788,1.50502518722e-15
789,2.57990697973e-16
790,2.1192031463e-10
791,7.31608764681e-08
792,7.31608764681e-08
793,1.09867499987e-07
794,5.32614699011e-08
795,5.32614699011e-08
796,5.59122583895e-16
797,9.54817889792e-17
798,1.02462330287e-10
799,5.32614699011e-08
800,5.32614699011e-08
801,1.90755002905e-07
802,9.65985194057e-08
803,9.65985194057e-08
804,1.20134884079e-15
805,1.96301182545e-16
806,1.73258518643e-10
807,9.65985194057e-08
808,9.65985194057e-08
809,1.68368637787e-06
810,6.39713221062e-07
811,6.39713221062e-07
812,1.70839362622e-14
813,2.35928004326e-15
814,9.10791053688e-10
815,6.39713221062e-07
816,6.39713221062e-07
817,1.61368984664e-06
818,6.06810772297e-07
819,6.06810772297e-07
820,1.50256495885e-14
821,2.03700984134e-15
822,8.4488310792e-10
823,6.06810772297e-07
824,6.06810772297e-07
825,9.59988301474e-06
826,3.67833649761e-06
827,3.67833649761e-06
828,8.21336745903e-14
829,1.21698136323e-14
830,1.16813962947e-08
831,3.67833649761e-06
832,3.67833649761e-06
833,1.27793612137e-06
834,5.19231832641e-07
835,5.19231832641e-07
836,1.7895480223e-14
837,2.31154783086e-15
838,8.54464166089e-10
839,5.19231832641e-07
840,5.19231832641e-07
841,1.32486748043e-05
842,4.84792144562e-06
843,4.84792144562e-06
844,2.8018025725e-13
845,7.12947563941e-14
846,4.38984315565e-08
847,4.84792144562e-06
848,4.84792144562e-06
849,3.08178459818e-06
850,1.1311635717e-06
851,1.1311635717e-06
852,3.6488746188e-14
853,6.31614554021e-15
854,5.50633583174e-09
855,1.1311635717e-06
856,1.1311635717e-06
857,1.53364871949e-05
858,5.88515422351e-06
859,5.88515422351e-06
860,3.00422176285e-13
861,5.78342373449e-14
862,2.09830641751e-08
863,5.88515422351e-06
864,5.88515422351e-06
865,4.03108606406e-06
866,7.51872391902e-07
867,7.51872391902e-07
868,4.42354867539e-15
869,1.0695865131e-15
870,2.0449653082e-09
871,7.51872391902e-07
872,7.51872391902e-07
873,6.11944460616e-06
874,9.3043263405e-07
875,9.3043263405e-07
876,6.26304927991e-15
877,1.40293410603e-15
878,2.75524691951e-09
879,9.3043263405e-07
880,9.3043263405e-07
881,3.80793323984e-07
882,1.31736300091e-07
883,1.31736300091e-07
884,4.34285777573e-15
885,5.89619211067e-16
886,3.75740022429e-10
887,1.31736300091e-07
888,1.31736300091e-07
889,1.68586026916e-07
890,6.05447780799e-08
891,6.05447780799e-08
892,8.98458540944e-16
893,1.22431386276e-16
894,1.01717530232e-10
895,6.05447780799e-08
896,6.05447780799e-08
897,7.52232745072e-06
898,5.67134202356e-06
899,5.67134202356e-06
900,2.69371710267e-13
901,2.59657102948e-14
902,2.84786487725e-08
903,5.67134202356e-06
904,5.67134202356e-06
905,1.66354529938e-05
906,1.58086368174e-05
907,1.58086368174e-05
908,2.3403163088e-12
909,2.71287712347e-13
910,1.34744894353e-07
911,1.58086368174e-05
912,1.58086368174e-05
913,7.99777990323e-06
914,3.92193987864e-06
915,3.92193987864e-06
916,7.08966238039e-14
917,1.53070491802e-14
918,2.53983731824e-08
919,3.92193987864e-06
920,3.92193987864e-06
921,2.36316964219e-06
922,9.09193943244e-07
923,9.09193943244e-07
924,3.0260621347e-14
925,4.25418274352e-15
926,1.37913980236e-09
927,9.09193943244e-07
928,9.09193943244e-07
929,0.000105843981146
930,5.50123113499e-05
931,5.50123113499e-05
932,7.44525968654e-12
933,2.49921611184e-12
934,2.0298225536e-06
935,5.50123113499e-05
936,5.50123113499e-05
937,7.19078616385e-06
938,8.99186215975e-06
939,8.99186215975e-06
940,1.02624618872e-11
941,2.91743978151e-13
942,3.5353539829e-07
943,8.99186215975e-06
944,8.99186215975e-06
945,1.65601886692e-05
946,2.05689557333e-05
947,2.05689557333e-05
948,7.30741647748e-11
949,1.2914991342e-12
950,1.77868491846e-06
951,2.05689557333e-05
952,2.05689557333e-05
953,5.26719929894e-07
954,1.45416066744e-07
955,1.45416066744e-07
956,2.0308658455e-14
957,2.13401904248e-15
958,8.38062008679e-10
959,1.45416066744e-07
960,1.45416066744e-07
961,3.96923837798e-07
962,1.66259411571e-07
963,1.66259411571e-07
964,5.42003126882e-15
965,5.45799761486e-16
966,5.78255332506e-10
967,1.66259411571e-07
968,1.66259411571e-07
969,4.33749249851e-07
970,1.16327861122e-07
971,1.16327861122e-07
972,1.81058052801e-14
973,1.88915812281e-15
974,7.16604109385e-10
975,1.16327861122e-07
976,1.16327861122e-07
977,2.03755007533e-07
978,1.0189592814e-07
979,1.0189592814e-07
980,1.38628270884e-15
981,2.25038945803e-16
982,1.86985496531e-10
983,1.0189592814e-07
984,1.0189592814e-07
985,1.32223902938e-07
986,4.94155827369e-08
987,4.94155827369e-08
988,7.27288640655e-16
989,1.11364966994e-16
990,1.08817281574e-10
991,4.94155827369e-08
992,4.94155827369e-08
993,1.38625136969e-06
994,6.1269906837e-07
995,6.1269906837e-07
996,2.26887685208e-14
997,3.45298380783e-15
998,1.0375840187e-09
999,6.1269906837e-07
1000,6.1269906837e-07
1001,7.21196602171e-06
1002,9.60351826507e-06
1003,9.60351826507e-06
1004,6.0474682987e-13
1005,7.48797589689e-14
1006,6.69547333132e-08
1007,9.60351826507e-06
1008,9.60351826507e-06
1009,4.90177490065e-06
1010,7.21294281902e-06
1011,7.21294281902e-06
1012,5.38896780932e-13
1013,7.64469799855e-14
1014,5.71659626303e-08
1015,7.21294281902e-06
1016,7.21294281902e-06
1017,7.28708209863e-06
1018,1.04054024632e-05
1019,1.04054024632e-05
1020,7.90880761489e-13
1021,9.75625694599e-14
1022,8.49714396622e-08
1023,1.04054024632e-05
1024,1.04054024632e-05
1025,3.49184506376e-06
1026,2.39482324105e-06
1027,2.39482324105e-06
1028,2.05925933857e-13
1029,1.20391859053e-14
1030,2.28732872642e-08
1031,2.39482324105e-06
1032,2.39482324105e-06
1033,2.76602568192e-05
1034,8.13553124317e-05
1035,8.13553124317e-05
1036,1.19518952027e-11
1037,1.26654340227e-12
1038,9.52509935814e-07
1039,8.13553124317e-05
1040,8.13553124317e-05
1041,3.00594347209e-05
1042,3.43511383107e-05
1043,3.43511383107e-05
1044,4.8693930832e-12
1045,5.46173403813e-13
1046,2.59805574387e-07
1047,3.43511383107e-05
1048,3.43511383107e-05
1049,1.09720767796e-05
1050,6.22324341748e-06
1051,6.22324341748e-06
1052,1.90873291023e-13
1053,2.34401290966e-14
1054,1.17642828812e-08
1055,6.22324341748e-06
1056,6.22324341748e-06
1057,2.4710851676e-07
1058,1.50878193494e-07
1059,1.50878193494e-07
1060,3.19547435692e-15
1061,2.86178207452e-16
1062,4.72827721421e-10
1063,1.50878193494e-07
1064,1.50878193494e-07
1065,8.09125958767e-06
1066,4.07600600738e-06
1067,4.07600600738e-06
1068,6.07215354929e-14
1069,1.34128649756e-14
1070,2.05583852164e-08
1071,4.07600600738e-06
1072,4.07600600738e-06
1073,3.49540584921e-07
1074,2.5872606102e-07
1075,2.5872606102e-07
1076,1.71366420403e-14
1077,1.99678022326e-15
1078,1.44511658196e-09
1079,2.5872606102e-07
1080,2.5872606102e-07
1081,2.93332141155e-06
1082,5.89532692175e-06
1083,5.89532692175e-06
1084,9.23669127295e-13
1085,8.96135243919e-14
1086,5.88007722513e-08
1087,5.89532692175e-06
1088,5.89532692175e-06
1089,5.01794966112e-06
1090,6.81683377479e-06
1091,6.81683377479e-06
1092,2.74714441733e-13
1093,3.70656942097e-14
1094,4.09034797144e-08
1095,6.81683377479e-06
1096,6.81683377479e-06
1097,3.09446591018e-06
1098,1.17433194191e-06
1099,1.17433194191e-06
1100,1.65252292644e-13
1101,2.0322104256e-14
1102,8.97817642453e-09
1103,1.17433194191e-06
1104,1.17433194191e-06
1105,4.96631400893e-06
1106,3.76746197617e-06
1107,3.76746197617e-06
1108,4.83072003894e-14
1109,8.64379080871e-15
1110,1.36537838813e-08
1111,3.76746197617e-06
1112,3.76746197617e-06
1113,1.13544888336e-06
1114,1.17486069939e-06
1115,1.17486069939e-06
1116,5.21393705663e-14
1117,8.05997334982e-15
1118,4.0062464457e-09
1119,1.17486069939e-06
1120,1.17486069939e-06
1121,7.87347107689e-06
1122,5.49878905076e-06
1123,5.49878905076e-06
1124,8.83277934301e-13
1125,9.48812087383e-14
1126,7.81559776897e-08
1127,5.49878905076e-06
1128,5.49878905076e-06
1129,1.07198638943e-05
1130,8.33119247545e-06
1131,8.33119247545e-06
1132,3.66868184052e-13
1133,6.80690042092e-14
1134,6.06777206258e-08
1135,8.33119247545e-06
1136,8.33119247545e-06
1137,6.68663005854e-06
1138,1.02015678749e-06
1139,1.02015678749e-06
1140,6.14812630602e-14
1141,9.27194874833e-15
1142,5.33293729177e-08
1143,1.02015678749e-06
1144,1.02015678749e-06
1145,8.33467311168e-06
1146,1.66533736774e-05
1147,1.66533736774e-05
1148,1.40871190581e-12
1149,1.97386527154e-13
1150,1.67995736433e-07
1151,1.66533736774e-05
1152,1.66533736774e-05
1153,8.95617347396e-07
1154,5.71663974824e-07
